digest,model,family,size,params_m,align,protocol,stream,view,axis,cell,theta_lo,theta_hi,tilt,n_frames,n_px_mean,AbsRel,SqRel,RMSE,RMSElog,log10,delta1,delta2,delta3,scale_ratio,raw_scale_ratio,gt_median,gt_std,gt_spread,pen
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,theta,30-40,30.0,40.0,,300,47583,0.083114,0.034242,0.288770,0.178456,0.037438,0.922598,0.974465,0.987925,1.008019,2.565129,2.289225,1.211798,0.811745,2.1082
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,theta,40-50,40.0,50.0,,300,67828,0.105203,0.040653,0.300217,0.222688,0.048070,0.893382,0.955078,0.979038,0.987062,2.427776,1.929725,1.171937,0.905390,2.1082
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,theta,50-55,50.0,55.0,,300,36246,0.142864,0.062116,0.370316,0.274943,0.064660,0.852194,0.938472,0.966948,0.957975,2.291381,1.644695,1.088812,0.984485,2.1082
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,theta,0-10,0.0,10.0,,300,7916,0.038513,0.029475,0.278105,0.092109,0.015973,0.980477,0.991020,0.995912,0.994440,2.588779,2.956417,0.639849,0.286065,1.8313
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,theta,10-20,10.0,20.0,,300,25837,0.040508,0.025997,0.268550,0.138988,0.017840,0.975250,0.990284,0.995453,0.995048,2.581156,2.792892,1.014755,0.597736,1.8313
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,theta,20-30,20.0,30.0,,300,51155,0.042035,0.023713,0.249117,0.112327,0.017690,0.974196,0.990103,0.995175,0.997282,2.577073,2.584882,1.171168,0.709956,1.8313
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,theta,30-40,30.0,40.0,,300,94542,0.052260,0.024709,0.243649,0.117198,0.021364,0.962021,0.984072,0.992448,0.998192,2.567962,2.282202,1.211766,0.814229,1.8313
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,theta,40-50,40.0,50.0,,300,85817,0.060248,0.023722,0.227122,0.129115,0.024817,0.953306,0.980849,0.990319,0.999184,2.556522,1.979888,1.173882,0.897575,1.8313
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,theta,50-55,50.0,55.0,,300,2940,0.070527,0.023352,0.207635,0.145885,0.029109,0.943076,0.976238,0.987637,1.001622,2.550960,2.012458,1.050907,0.734966,1.8313
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,real,fisheye,theta,0-10,0.0,10.0,,300,4938,0.109333,0.072886,0.442403,0.172045,0.044370,0.895744,0.960130,0.985335,1.015344,2.455728,2.954797,0.640788,0.287607,1.6502
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,real,fisheye,theta,10-20,10.0,20.0,,300,16010,0.123435,0.077054,0.427761,0.187793,0.048803,0.873005,0.949810,0.981576,1.006770,2.410090,2.792758,1.014439,0.597307,1.6502
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,real,fisheye,theta,20-30,20.0,30.0,,300,29929,0.119445,0.063463,0.395831,0.185981,0.047722,0.872592,0.951784,0.986025,1.002964,2.356470,2.586297,1.170639,0.709415,1.6502
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,real,fisheye,theta,30-40,30.0,40.0,,300,47583,0.119653,0.056537,0.372233,0.195897,0.048946,0.868126,0.955063,0.984199,0.994691,2.260424,2.289225,1.211798,0.811745,1.6502
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,real,fisheye,theta,40-50,40.0,50.0,,300,67828,0.140060,0.063023,0.391794,0.261452,0.061618,0.835589,0.934939,0.970625,0.983653,2.127544,1.929725,1.171937,0.905390,1.6502
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,real,fisheye,theta,50-55,50.0,55.0,,300,36246,0.180422,0.088977,0.459447,0.348507,0.083474,0.767827,0.906709,0.950853,0.964646,1.994313,1.644695,1.088812,0.984485,1.6502
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,real,rect,theta,0-10,0.0,10.0,,300,7916,0.097160,0.065789,0.436269,0.163085,0.039352,0.900344,0.961877,0.988838,1.000884,2.348961,2.956417,0.639849,0.286065,1.4958
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,real,rect,theta,10-20,10.0,20.0,,300,25837,0.110751,0.070448,0.410528,0.180241,0.042994,0.882694,0.946849,0.986883,0.987687,2.320280,2.792892,1.014755,0.597736,1.4958
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,real,rect,theta,20-30,20.0,30.0,,300,51155,0.107871,0.059400,0.374360,0.176893,0.041766,0.887753,0.950649,0.987992,0.984904,2.298664,2.584882,1.171168,0.709956,1.4958
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,real,rect,theta,30-40,30.0,40.0,,300,94542,0.111316,0.055098,0.368195,0.187097,0.044148,0.882629,0.955037,0.985435,0.986860,2.270496,2.282202,1.211766,0.814229,1.4958
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,real,rect,theta,40-50,40.0,50.0,,300,85817,0.122940,0.059439,0.405011,0.216664,0.051970,0.851556,0.942730,0.978789,0.999976,2.248365,1.979888,1.173882,0.897575,1.4958
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,real,rect,theta,50-55,50.0,55.0,,300,2940,0.145332,0.071233,0.425162,0.271702,0.065345,0.810745,0.913605,0.962450,1.021732,2.252376,2.012458,1.050907,0.734966,1.4958
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,synthetic,fisheye,theta,0-10,0.0,10.0,,300,4938,0.107240,0.076639,0.455706,0.167415,0.043055,0.896190,0.967344,0.986830,1.009163,2.561725,2.954797,0.640788,0.287607,1.7431
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,synthetic,fisheye,theta,10-20,10.0,20.0,,300,16010,0.115478,0.074051,0.436872,0.177906,0.046327,0.881637,0.960092,0.985604,1.004110,2.514486,2.792758,1.014439,0.597307,1.7431
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,synthetic,fisheye,theta,20-30,20.0,30.0,,300,29929,0.112003,0.062410,0.396923,0.176555,0.045297,0.887262,0.962158,0.987593,1.002654,2.453456,2.586297,1.170639,0.709415,1.7431
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,synthetic,fisheye,theta,30-40,30.0,40.0,,300,47583,0.118050,0.058602,0.376286,0.201047,0.048759,0.879419,0.957332,0.981838,0.997417,2.351555,2.289225,1.211798,0.811745,1.7431
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,synthetic,fisheye,theta,40-50,40.0,50.0,,300,67828,0.142982,0.067481,0.398439,0.264777,0.062139,0.838253,0.935393,0.968628,0.983008,2.205326,1.929725,1.171937,0.905390,1.7431
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,synthetic,fisheye,theta,50-55,50.0,55.0,,300,36246,0.186929,0.101243,0.497404,0.331824,0.081664,0.762875,0.904549,0.952883,0.967785,2.055279,1.644695,1.088812,0.984485,1.7431
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,synthetic,rect,theta,0-10,0.0,10.0,,300,7916,0.089615,0.059764,0.416153,0.149842,0.036494,0.911547,0.971859,0.992441,0.996704,2.429218,2.956417,0.639849,0.286065,1.4499
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,synthetic,rect,theta,10-20,10.0,20.0,,300,25837,0.095813,0.058839,0.396935,0.159790,0.038371,0.903337,0.963865,0.991672,0.990263,2.406754,2.792892,1.014755,0.597736,1.4499
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,synthetic,rect,theta,20-30,20.0,30.0,,300,51155,0.093907,0.051203,0.362526,0.158790,0.037303,0.908431,0.967041,0.991342,0.987824,2.382894,2.584882,1.171168,0.709956,1.4499
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,synthetic,rect,theta,30-40,30.0,40.0,,300,94542,0.098747,0.048739,0.352609,0.170851,0.039638,0.903246,0.967077,0.987571,0.989751,2.354820,2.282202,1.211766,0.814229,1.4499
601fcb22767e,da3_small,Depth-Anything-3,Small,34.30,scale_shift,radial,synthetic,rect,theta,40-50,40.0,50.0,,300,85817,0.109161,0.050019,0.366295,0.194704,0.045996,0.879909,0.958853,0.983462,0.998105,2.329453,1.979888,1.173882,0.897575,1.4499
