model,dataset,protocol,arm,context,pos_name,pos_lo,pos_hi,depth_lo,depth_hi,n,AbsRel,SqRel,delta1,gt_mean,gt_std,scale_ratio
vggt_omega,nymeria,radial,raw,1,theta,0.0,10.0,1.77734375,2.763671875,11404.0,0.08752419379196498,0.05860434864845208,0.92423710978604,2.328121831566775,0.2914950713784841,1.796112013141576
vggt_omega,nymeria,radial,raw,1,theta,0.0,10.0,2.763671875,inf,23098.0,0.0784941460075471,0.1110385277363937,0.932331803619361,3.684933574470733,1.4303858265992027,2.0478139058019793
vggt_omega,nymeria,radial,raw,1,theta,10.0,20.0,0.0,0.75048828125,7867.0,0.22349532037156775,0.26101691723675163,0.8839455955256134,0.5806797095958592,0.1379258485058452,0.6876423735398388
vggt_omega,nymeria,radial,raw,1,theta,10.0,20.0,0.75048828125,1.265625,15303.0,0.09911166699186873,0.06979238829800574,0.9294909494870287,0.9848520816996668,0.152626302848792,0.9930193317877384
vggt_omega,nymeria,radial,raw,1,theta,10.0,20.0,1.265625,1.77734375,19395.0,0.09429039500104386,0.06742301654855658,0.9253931425625161,1.5259471573698118,0.13092920895936952,1.5229156221980042
vggt_omega,nymeria,radial,raw,1,theta,10.0,20.0,1.77734375,2.763671875,22616.0,0.08149595414864483,0.055790344797446934,0.9325698620445703,2.2679398883810133,0.28383380368189115,1.7657200266873934
vggt_omega,nymeria,radial,raw,1,theta,10.0,20.0,2.763671875,inf,42100.0,0.08098152052835077,0.12420834677170552,0.9289548693586699,3.9927971904691213,1.540271201946742,2.0532713980797364
vggt_omega,nymeria,radial,raw,1,theta,20.0,30.0,0.0,0.75048828125,13442.0,0.21420514058291018,0.13916512042175427,0.8007736943907157,0.566372449545966,0.1453233306812366,0.7798171610555659
vggt_omega,nymeria,radial,raw,1,theta,20.0,30.0,0.75048828125,1.265625,20283.0,0.0941261668913692,0.036612614638412526,0.9249617906621308,0.9806946309332323,0.1464835061227791,1.0733415392954295
vggt_omega,nymeria,radial,raw,1,theta,20.0,30.0,1.265625,1.77734375,21592.0,0.06625358690624931,0.030764018551785673,0.9610967024824009,1.5337969231225685,0.13385366710499694,1.489169166311545
